Data Line,Correctness,Loss,Predicted,Actual
86,false,0.125353,4,8
87,false,0.165878,1,3
88,false,0.142369,3,9
89,false,0.126591,8,0
90,false,0.136117,8,4
91,false,0.133323,2,6
92,false,0.172155,8,7
93,false,0.149342,8,4
94,false,0.142141,2,6
95,false,0.072777,2,8
96,false,0.153142,2,0
97,false,0.148331,2,7
98,false,0.080438,2,8
99,false,0.147115,1,3
100,false,0.134084,4,1
101,false,0.146163,4,5
102,false,0.148222,3,7
103,false,0.131754,2,1
104,false,0.146710,1,7
105,false,0.152508,8,1
106,false,0.144933,4,1
107,false,0.128521,3,6
108,false,0.137346,2,3
109,false,0.095972,4,0
110,false,0.076178,8,2
111,false,0.158139,2,9
112,false,0.167110,8,3
113,false,0.080708,4,1
114,false,0.140537,4,1
115,false,0.136163,8,0
116,false,0.139417,3,4
117,false,0.129780,3,9
118,false,0.145513,4,2
119,false,0.164072,8,0
120,false,0.148024,2,0
121,false,0.091448,1,2
122,false,0.078820,4,0
123,true,0.040075,2,2
124,false,0.159292,8,7
125,true,0.020452,1,1
126,false,0.127852,4,8
127,false,0.166215,8,6
128,false,0.146569,2,4
129,false,0.137780,2,1
130,false,0.139411,2,6
131,false,0.124890,2,3
132,false,0.142748,8,4
133,false,0.155891,0,5
134,false,0.134401,1,9
135,false,0.140766,8,1
136,false,0.135945,2,3
137,false,0.154976,8,3
138,false,0.088380,4,8
139,false,0.149711,2,5
140,false,0.163018,8,4
141,false,0.160429,8,7
142,false,0.133234,2,7
143,false,0.141748,2,4
144,false,0.056919,8,2
145,false,0.068682,2,8
146,false,0.189761,8,5
147,false,0.114990,2,8
148,false,0.106036,2,6
149,false,0.128738,2,7
150,false,0.161024,2,3
151,false,0.144859,2,4
152,false,0.156772,1,6
153,true,0.039674,1,1
154,false,0.154081,8,9
155,false,0.127873,2,9
156,false,0.150541,1,6
157,false,0.076477,1,0
158,false,0.137824,2,3
159,false,0.162004,8,7
160,false,0.057544,8,2
161,false,0.102464,1,8
162,false,0.123399,4,2
163,false,0.131013,2,9
164,false,0.150626,8,4
165,false,0.140470,2,4
166,false,0.144340,2,6
167,true,0.057116,4,4
168,false,0.157240,3,9
169,false,0.131729,2,7
170,false,0.144137,3,0
171,false,0.138300,8,9
172,true,0.039190,2,2
173,false,0.151386,2,9
174,false,0.138910,1,5
175,false,0.122268,4,1
176,false,0.140640,1,5
177,false,0.156130,3,9
178,false,0.159019,4,1
179,true,0.043744,2,2
180,false,0.151263,2,3
181,true,0.037986,2,2
182,false,0.145864,8,3
183,false,0.150993,8,5
184,false,0.145024,3,9
185,false,0.140027,2,1
186,false,0.141117,3,7
187,false,0.149905,8,6
188,true,0.053554,2,2
189,false,0.085067,2,8
190,false,0.091569,8,2
191,true,0.031413,2,2
192,false,0.120939,4,5
193,false,0.138060,1,0
194,false,0.144191,8,7
195,false,0.138528,2,4
196,false,0.133772,2,9
197,false,0.162428,8,7
198,false,0.119466,2,8
199,false,0.139258,8,3
200,true,0.038560,2,2
201,false,0.147806,8,1
202,false,0.136794,2,1
203,false,0.075136,4,8
204,false,0.135214,2,3
205,false,0.132079,2,6
206,false,0.139563,4,1
207,true,0.048982,0,0
208,false,0.132302,8,3
209,false,0.137443,4,1
210,false,0.102951,4,0
211,false,0.146675,8,0
212,false,0.134787,4,1
213,false,0.161320,1,7
214,true,0.017882,2,2
215,false,0.129278,3,7
216,false,0.138515,2,3
217,false,0.141094,8,0
218,false,0.136228,2,4
219,false,0.122021,2,6
220,false,0.129320,3,5
221,true,0.031024,2,2
222,false,0.123721,2,6
223,false,0.144504,2,4
224,false,0.149301,1,7
225,false,0.130800,2,1
226,false,0.114884,2,8
227,false,0.136563,2,9
228,false,0.133783,2,9
229,false,0.094564,8,3
230,false,0.110347,8,0
231,false,0.146951,3,7
232,false,0.099819,4,1
233,false,0.155750,3,0
234,true,0.021273,2,2
235,false,0.149176,2,0
236,false,0.140686,2,3
237,false,0.137407,2,5
238,false,0.145657,2,4
239,false,0.149713,2,6
240,false,0.133454,1,5
241,false,0.121969,4,8
242,false,0.137370,2,6
243,false,0.143221,2,3
244,false,0.144418,3,7
245,false,0.143717,2,5
246,false,0.132912,4,8
247,false,0.084335,4,0
248,false,0.138884,2,9
249,false,0.120561,8,1
250,true,0.045333,0,0
251,false,0.139351,8,3
252,false,0.140267,4,1
253,false,0.109848,4,2
254,true,0.036179,2,2
255,false,0.150106,2,3
256,false,0.146370,2,3
257,false,0.137403,4,6
258,false,0.141224,2,4
259,false,0.142414,2,7
260,false,0.137979,1,5
261,false,0.093628,2,0
262,false,0.144076,3,6
263,true,0.061350,2,2
264,false,0.138333,1,7
265,false,0.150873,8,9
266,false,0.109060,2,8
267,false,0.145975,8,5
268,false,0.144882,2,9
269,false,0.057252,8,2
270,false,0.149409,4,1
271,false,0.131950,2,1
272,false,0.111788,2,4
273,false,0.130867,2,4
274,false,0.132008,3,5
275,false,0.152670,8,6
276,false,0.129674,3,4
277,false,0.133632,4,1
278,true,0.036661,2,2
279,false,0.164022,2,5
280,false,0.147234,2,3
281,false,0.146618,2,9
282,false,0.149093,2,3
283,false,0.157385,8,9
284,false,0.104147,8,0
285,false,0.131784,4,5
286,false,0.146900,8,9
287,false,0.151876,2,6
288,false,0.155018,1,5
289,false,0.160694,2,7
290,false,0.110657,2,4
291,false,0.128713,2,1
292,false,0.141198,4,3
293,false,0.143890,2,4
294,false,0.117938,8,0
295,false,0.151438,8,4
296,false,0.122055,2,8
297,false,0.140639,1,0
298,false,0.128567,2,4
299,false,0.158060,8,3
300,false,0.135090,2,6
301,false,0.097140,2,8
302,false,0.152846,3,7
303,false,0.140456,2,6
304,false,0.144761,1,0
305,false,0.144548,8,9
306,false,0.167063,3,7
307,false,0.152860,8,5
308,false,0.137470,3,7
309,true,0.035485,2,2
310,false,0.144369,4,1
311,false,0.110110,4,1
312,false,0.134494,3,6
313,false,0.083790,2,8
314,false,0.136633,2,9
315,false,0.142364,2,4
316,false,0.141615,2,1
317,false,0.147363,8,5
318,true,0.029918,2,2
319,false,0.076375,4,2
320,false,0.138040,3,9
321,false,0.129450,2,0
322,false,0.142890,2,3
323,false,0.142951,2,9
324,false,0.137929,2,6
325,false,0.150263,2,7
326,true,0.015700,2,2
327,false,0.143959,2,0
328,false,0.143116,2,3
329,false,0.126948,2,5
330,false,0.136542,2,4
331,false,0.141301,2,3
332,false,0.148709,1,6
333,false,0.150163,8,5
334,false,0.051360,2,8
335,false,0.137902,2,9
336,false,0.135046,1,5
337,false,0.122890,2,4
338,false,0.154888,3,7
339,false,0.168745,2,4
340,true,0.025312,2,2
341,false,0.141912,8,7
342,false,0.149161,2,3
343,false,0.128606,2,4
344,false,0.123727,2,8
345,false,0.138614,2,9
346,false,0.136099,4,1
347,false,0.153187,2,9
348,true,0.035266,2,2
349,false,0.075461,2,8
350,false,0.151634,8,7
351,false,0.132868,2,9
352,false,0.133336,4,1
353,false,0.059210,2,8
354,false,0.135715,8,7
355,false,0.140856,2,4
356,false,0.135360,2,1
357,false,0.131066,2,3
358,false,0.136485,4,1
359,false,0.138726,2,1
360,false,0.143293,2,0
361,false,0.084552,4,2
362,false,0.148647,2,3
363,false,0.131559,2,9
364,false,0.148983,8,4
365,false,0.138010,2,9
366,true,0.015718,2,2
367,false,0.170254,8,1
368,false,0.141220,3,6
369,false,0.116960,4,8
370,false,0.137423,2,4
371,false,0.136344,4,7
372,false,0.141998,3,7
373,false,0.148752,2,4
374,false,0.136950,2,4
375,false,0.134802,2,9
376,true,0.017990,2,2
377,false,0.139432,2,5
378,false,0.131273,1,7
379,false,0.088146,4,2
380,false,0.143930,2,4
381,false,0.140873,2,4
382,true,0.019761,2,2
383,false,0.127856,2,1
384,false,0.129595,2,9
385,false,0.140892,2,7
386,true,0.014634,2,2
387,false,0.052627,2,8
388,false,0.135929,3,7
389,false,0.144709,8,6
390,false,0.128609,3,9
391,true,0.047285,2,2
392,false,0.063662,3,2
393,false,0.148025,8,3
394,false,0.109844,4,8
395,false,0.138167,2,1
396,false,0.149338,1,6
397,false,0.146150,3,5
398,false,0.135338,2,1
399,false,0.102876,8,1
400,false,0.144456,8,0
401,false,0.104451,8,2
402,false,0.128553,1,6
403,false,0.128053,2,4
404,false,0.140249,1,5
405,true,0.035084,8,8
406,false,0.154276,2,3
407,false,0.136437,8,1
408,false,0.141554,1,5
409,false,0.141486,2,1
410,false,0.139100,3,9
411,true,0.037946,2,2
412,false,0.133020,2,7
413,false,0.147415,2,4
414,false,0.129084,3,4
415,false,0.129750,2,4
416,false,0.115961,2,8
417,false,0.134748,2,1
418,false,0.136338,2,5
419,false,0.136028,0,8
420,false,0.134282,2,9
421,false,0.142435,2,5
422,false,0.137062,1,6
423,false,0.148876,2,7
424,false,0.125775,3,9
425,false,0.130261,1,9
426,false,0.149154,2,3
427,false,0.142111,2,7
428,false,0.139211,1,0
429,false,0.145693,8,9
430,false,0.096284,2,0
431,false,0.151119,8,6
432,false,0.126736,2,6
433,true,0.025489,2,2
434,false,0.141818,2,3
435,false,0.142969,2,9
436,false,0.079596,2,0
437,false,0.129839,2,7
438,false,0.149766,1,5
439,false,0.131938,2,4
440,false,0.128438,4,8
441,false,0.119879,8,0
442,false,0.148602,2,9
443,false,0.148103,2,4
444,false,0.132731,2,1
445,false,0.134418,4,2
446,false,0.117917,2,8
447,false,0.136873,2,7
448,false,0.134646,2,1
449,true,0.019094,2,2
450,false,0.141056,2,6
451,false,0.139910,4,1
452,false,0.136058,2,0
453,false,0.136824,8,3
454,false,0.145370,8,0
455,false,0.130434,4,1
456,false,0.139484,2,1
457,false,0.124219,2,8
458,true,0.035567,2,2
459,false,0.089798,8,0
460,false,0.136882,2,3
461,false,0.134314,3,9
462,false,0.136422,2,4
463,false,0.128941,8,0
464,false,0.110014,8,5
465,false,0.116145,4,0
466,false,0.134817,1,6
467,false,0.137797,2,1
468,false,0.124136,0,7
469,false,0.165024,8,7
470,false,0.077632,2,8
471,false,0.113578,2,1
472,false,0.138362,2,9
473,true,0.037777,2,2
474,false,0.115106,2,0
475,false,0.137054,3,5
476,false,0.135292,2,1
477,true,0.026104,2,2
478,false,0.057262,4,2
479,false,0.159653,2,7
480,false,0.163919,2,3
481,false,0.134226,2,5
482,false,0.139615,2,4
483,false,0.145575,2,9
484,false,0.120021,4,7
485,false,0.130517,2,1
486,false,0.109619,2,8
487,false,0.165229,8,3
488,false,0.156232,2,9
489,false,0.151445,2,6
490,true,0.058561,0,0
491,false,0.162423,2,3
492,false,0.140150,2,1
493,false,0.145316,4,1
494,false,0.091244,4,2
495,false,0.138093,8,6
496,false,0.148218,2,3
497,false,0.163686,2,5
498,false,0.131722,2,7
499,false,0.152486,2,6
500,false,0.121786,2,8
501,false,0.151086,2,3
502,false,0.154776,2,9
503,false,0.138249,2,5
504,false,0.111698,2,8
505,false,0.140172,8,5
506,false,0.131170,3,7
507,false,0.162044,2,6
508,false,0.132356,2,1
509,false,0.145990,4,1
510,false,0.133925,4,3
511,false,0.139296,2,1
512,false,0.133660,2,7
513,false,0.144178,2,5
514,false,0.150437,8,5
515,false,0.128792,4,5
516,false,0.139490,4,2
517,false,0.142778,8,5
518,false,0.113363,2,8
519,false,0.150057,2,7
520,false,0.146799,1,0
521,false,0.140798,2,9
522,false,0.174664,8,7
523,false,0.152487,2,7
524,false,0.146219,4,5
525,false,0.150602,8,0
526,false,0.161362,8,9
527,false,0.091348,2,0
528,false,0.156087,3,0
529,true,0.011436,8,8
530,false,0.150702,2,9
531,false,0.118749,4,2
532,false,0.132388,2,4
533,false,0.116243,2,8
534,false,0.149386,2,1
535,false,0.147547,2,6
536,false,0.135817,2,1
537,false,0.125071,4,6
538,false,0.130977,2,5
539,false,0.142933,2,1
540,false,0.078325,2,8
541,false,0.146791,4,3
542,false,0.146674,8,4
543,false,0.147272,2,0
544,false,0.146010,4,5
545,false,0.147319,2,5
546,false,0.078233,2,8
547,false,0.150041,2,3
548,false,0.139152,2,6
549,true,0.031889,2,2
550,false,0.135832,2,3
551,false,0.139765,2,9
552,true,0.016826,2,2
553,false,0.125792,4,1
554,false,0.138524,4,1
555,false,0.154021,8,5
556,true,0.035311,2,2
557,false,0.133478,4,1
558,false,0.131503,2,3
559,false,0.064875,8,2
560,false,0.082490,4,8
561,false,0.138138,4,7
562,false,0.145559,4,3
563,false,0.152980,2,7
564,false,0.078326,4,2
565,false,0.149029,2,4
566,false,0.152019,2,6
567,false,0.146149,2,9
568,false,0.132525,8,7
569,true,0.018530,2,2
570,false,0.132010,2,4
571,true,0.039820,2,2
572,false,0.097207,2,8
573,false,0.120783,4,1
574,false,0.139951,4,1
575,false,0.138121,4,3
576,false,0.086454,2,8
577,false,0.098045,2,4
578,false,0.122940,2,0
579,false,0.130594,2,6
580,false,0.153257,4,5
581,false,0.141973,2,9
582,false,0.138405,2,3
583,false,0.159024,8,0
584,false,0.135782,2,9
585,true,0.019804,2,2
586,false,0.140014,2,4
587,false,0.137831,4,7
588,false,0.143073,4,1
589,true,0.043826,2,2
590,false,0.149769,8,9
591,false,0.140698,8,4
592,true,0.050698,2,2
593,false,0.150267,8,6
594,false,0.135486,2,1
595,false,0.092803,2,8
596,false,0.129184,4,9
597,false,0.141909,8,0
598,false,0.152588,2,6
599,false,0.149460,8,6
600,false,0.148949,2,7
601,false,0.141088,2,9
602,false,0.140504,2,9
603,false,0.057095,2,8
604,false,0.126825,8,0
605,false,0.120071,2,1
606,false,0.163395,2,4
607,false,0.141558,2,4
608,false,0.146482,2,6
609,false,0.126356,3,7
610,false,0.151506,4,1
611,false,0.178882,8,5
612,false,0.129303,2,7
613,false,0.156773,8,0
614,false,0.143745,2,3
615,false,0.132312,1,5
616,false,0.088911,2,8
617,false,0.146068,2,4
618,false,0.125557,4,7
619,false,0.135764,2,1
620,true,0.049741,2,2
621,false,0.140802,8,5
622,false,0.127147,3,9
623,false,0.150831,8,5
624,false,0.155088,2,6
625,false,0.153158,2,7
626,false,0.142462,2,5
627,false,0.184454,8,9
628,false,0.087102,2,8
629,false,0.126862,2,8
630,false,0.145004,2,3
631,false,0.150124,2,6
632,false,0.158777,4,9
633,false,0.130429,2,7
634,false,0.129984,2,0
635,false,0.123925,2,7
636,false,0.137978,2,5
637,false,0.153015,2,7
638,false,0.129974,4,1
639,false,0.129565,2,1
640,false,0.142169,2,0
641,false,0.144425,2,7
642,false,0.135715,2,9
643,true,0.045651,2,2
644,false,0.152048,2,3
645,false,0.153159,4,7
646,false,0.159562,2,3
647,true,0.035989,2,2
648,false,0.151917,2,4
649,false,0.139427,4,1
650,false,0.149126,2,6
651,true,0.041740,2,2
652,false,0.141832,8,7
653,false,0.145159,2,5
654,false,0.140244,4,5
655,false,0.166481,2,7
656,false,0.149930,2,4
657,false,0.133263,2,0
658,true,0.028638,2,2
659,false,0.145449,2,6
660,false,0.128182,2,3
661,false,0.162725,2,6
662,false,0.159666,2,4
663,false,0.106424,8,0
664,false,0.150631,2,4
665,true,0.018711,2,2
666,false,0.154546,2,6
667,false,0.156290,2,0
668,false,0.082454,4,0
669,false,0.136461,8,0
670,false,0.142098,8,0
671,false,0.125741,4,3
672,false,0.144708,4,1
673,false,0.147669,2,6
674,true,0.019000,2,2
675,false,0.059089,4,2
676,false,0.152626,2,3
677,false,0.139408,2,1
678,false,0.133933,2,4
679,false,0.127539,2,1
680,false,0.153644,2,5
681,false,0.159923,2,4
682,false,0.144356,1,6
683,false,0.150010,8,4
684,false,0.144745,8,7
685,true,0.022395,2,2
686,false,0.124226,4,8
687,false,0.151901,8,7
688,false,0.136843,2,9
689,false,0.082041,4,2
690,false,0.141754,2,0
691,false,0.155359,2,5
692,false,0.138666,4,1
693,false,0.138249,2,4
694,true,0.012870,2,2
695,false,0.069165,2,8
696,false,0.134936,2,3
697,true,0.017704,2,2
698,false,0.136705,2,4
699,false,0.141535,4,1
700,false,0.146813,2,5
701,false,0.162795,2,4
702,false,0.154654,2,6
703,false,0.148328,2,0
704,false,0.140390,3,7
705,false,0.151748,2,9
706,false,0.119358,4,8
707,false,0.149772,2,4
708,false,0.140800,2,9
709,false,0.070463,2,8
710,false,0.139570,8,0
711,false,0.138050,2,1
712,false,0.149965,4,1
713,false,0.126689,4,0
714,true,0.019986,2,2
715,true,0.045333,2,2
716,false,0.135067,2,3
717,true,0.018289,2,2
718,false,0.149765,2,4
719,false,0.135240,2,4
720,false,0.144279,8,5
721,false,0.077922,2,8
722,false,0.144919,2,6
723,false,0.145186,8,5
724,false,0.142746,8,7
725,false,0.150348,2,7
726,false,0.129326,4,8
727,false,0.059461,2,8
728,false,0.136331,2,9
729,false,0.135551,2,7
730,false,0.153216,2,4
731,false,0.154350,2,7
732,false,0.141992,2,3
733,true,0.031443,2,2
734,false,0.118827,2,0
735,false,0.068314,2,8
736,false,0.149166,2,6
737,false,0.093064,2,8
738,false,0.153385,2,6
739,false,0.147624,4,1
740,false,0.155138,2,6
741,false,0.138363,1,8
742,false,0.134619,2,9
743,false,0.147556,8,4
744,false,0.136195,8,0
745,false,0.146490,2,9
746,false,0.120912,2,0
747,false,0.136921,2,4
748,false,0.134493,2,1
749,false,0.145889,8,5
750,false,0.144844,8,4
751,false,0.147340,2,7
752,false,0.155584,2,5
753,false,0.145527,2,3
754,false,0.137331,2,7
755,false,0.120337,2,4
756,false,0.134649,2,9
757,false,0.075697,2,8
758,false,0.150504,2,5
759,false,0.088157,2,8
760,false,0.147071,2,6
761,false,0.147878,2,3
762,false,0.110598,2,8
763,false,0.146732,8,6
764,false,0.142414,2,9
765,false,0.149572,2,9
766,false,0.137612,2,1
767,false,0.081888,2,8
768,false,0.148289,2,3
769,false,0.150454,8,5
770,false,0.126693,4,8
771,false,0.153154,2,6
772,false,0.156446,2,5
773,false,0.153630,2,9
774,false,0.159783,2,7
775,true,0.028608,2,2
776,false,0.138911,2,5
777,false,0.162056,2,0
778,false,0.106852,2,8
779,false,0.137921,2,5
780,false,0.136736,2,1
781,false,0.140690,2,1
782,false,0.131642,8,0
783,false,0.160331,2,9
784,false,0.136430,2,1
785,false,0.105309,2,8
786,false,0.146830,2,6
787,false,0.148515,2,7
788,false,0.151740,8,0
789,false,0.145690,2,9
790,false,0.139437,2,3
791,false,0.127157,4,0
792,false,0.119212,2,8
793,true,0.025460,8,8
794,false,0.136406,2,9
795,false,0.153207,2,6
796,false,0.129832,2,7
797,false,0.088569,2,8
798,false,0.151149,2,4
799,false,0.167992,2,7
800,false,0.156375,2,5
801,false,0.149288,2,9
802,true,0.023567,2,2
803,false,0.147418,2,6
804,false,0.136459,2,7
805,false,0.149914,2,4
806,false,0.154972,2,5
807,false,0.145340,2,9
808,true,0.013948,2,2
809,false,0.133913,2,3
810,false,0.138349,2,1
811,false,0.148689,2,6
812,false,0.152715,2,3
813,false,0.145409,2,9
814,true,0.015202,2,2
815,true,0.020607,2,2
816,false,0.154329,2,5
817,false,0.165766,2,6
818,false,0.122060,2,8
819,false,0.101350,2,0
820,false,0.149330,2,7
821,false,0.150482,2,7
822,false,0.138683,4,1
823,false,0.136265,2,9
824,false,0.107974,2,8
825,false,0.131103,2,7
826,false,0.133374,2,0
827,false,0.133930,8,9
828,false,0.139184,2,9
829,true,0.036725,4,4
830,false,0.157546,2,6
831,false,0.100838,4,2
832,false,0.115397,2,8
833,false,0.141001,2,5
834,false,0.137712,2,1
835,false,0.142707,2,4
836,false,0.138345,2,1
837,false,0.133807,2,5
838,false,0.158901,2,5
839,false,0.115670,2,1
840,false,0.141035,2,7
841,false,0.133872,2,3
842,false,0.156079,2,6
843,false,0.147807,2,4
844,false,0.133672,2,3
845,true,0.030162,2,2
846,false,0.154008,2,5
847,false,0.153010,8,6
848,false,0.151107,2,4
849,false,0.149982,8,4
850,false,0.148960,2,0
851,false,0.150438,2,4
852,false,0.153415,2,4
853,false,0.150355,2,6
854,false,0.139452,2,7
855,true,0.040048,2,2
856,false,0.161786,2,4
857,false,0.132363,4,3
858,false,0.138376,2,3
859,false,0.093884,2,8
860,false,0.152640,2,0
861,false,0.130606,2,0
862,false,0.148380,2,3
863,false,0.062381,4,2
864,true,0.026076,2,2
865,false,0.136621,0,9
866,false,0.122691,2,8
867,false,0.136873,4,2
868,false,0.154627,2,3
869,false,0.159434,2,7
870,false,0.143379,2,0
871,false,0.146193,2,1
872,false,0.136984,4,1
873,false,0.140300,2,0
874,true,0.020261,2,2
875,false,0.136317,8,3
876,false,0.133148,4,3
877,false,0.085383,2,8
878,false,0.138320,2,4
879,false,0.141640,2,3
880,false,0.144877,2,5
881,false,0.156655,2,7
882,false,0.161568,2,6
883,false,0.149921,8,4
884,false,0.150187,2,7
885,false,0.136844,2,7
886,false,0.090711,2,8
887,false,0.131930,2,5
888,false,0.165628,2,9
889,false,0.150724,2,7
890,false,0.099265,2,0
891,false,0.156900,2,3
892,false,0.135756,2,1
893,false,0.146035,2,6
894,true,0.051508,2,2
895,false,0.147913,2,4
896,false,0.146859,2,3
897,false,0.148669,2,4
898,false,0.145167,2,4
899,false,0.150798,2,7
900,false,0.155838,2,5
901,false,0.141793,2,9
902,false,0.152208,2,6
903,false,0.158476,2,9
904,false,0.111419,2,0
905,false,0.151182,2,7
906,false,0.133652,2,1
907,false,0.093033,2,4
908,true,0.017245,2,2
909,false,0.148983,2,7
910,false,0.144053,2,3
911,false,0.152889,2,6
912,false,0.130476,4,7
913,false,0.148242,2,5
914,false,0.109787,2,8
915,false,0.145998,2,4
916,false,0.141655,2,5
917,false,0.156869,2,5
918,true,0.012954,2,2
919,false,0.143337,2,7
920,false,0.137054,4,1
921,false,0.143835,2,1
922,false,0.164480,2,5
923,false,0.140606,2,6
924,false,0.115448,2,8
925,false,0.133356,2,5
926,false,0.096576,2,8
927,false,0.149608,2,4
928,false,0.159926,2,0
929,false,0.159046,2,7
930,false,0.164277,2,9
931,false,0.155590,2,9
932,true,0.016098,2,2
933,false,0.151193,2,9
934,false,0.141673,2,7
935,false,0.147687,2,7
936,false,0.121255,2,8
937,false,0.138866,2,7
938,false,0.150062,2,4
939,true,0.042661,2,2
940,false,0.153471,2,6
941,false,0.149114,2,9
942,false,0.136453,2,1
943,false,0.152744,2,7
944,false,0.151691,2,0
945,false,0.155126,2,6
946,false,0.155379,2,4
947,true,0.041073,2,2
948,false,0.124422,4,5
949,false,0.133205,4,7
950,false,0.162264,2,0
951,false,0.144698,2,7
952,false,0.136175,4,1
953,false,0.156461,2,0
954,false,0.157538,2,3
955,false,0.155519,2,7
956,false,0.153211,2,6
957,false,0.159135,2,5
958,false,0.162895,2,0
959,false,0.156741,2,6
960,false,0.136875,2,1
961,false,0.150671,2,5
962,false,0.135913,2,1
963,false,0.161205,2,7
964,false,0.107870,2,8
965,false,0.134087,4,5
966,false,0.114128,4,0
967,false,0.148983,8,3
968,false,0.160525,2,4
969,false,0.149901,2,7
970,false,0.166635,2,7
971,false,0.148877,2,5
972,false,0.151121,2,7
973,false,0.123859,2,8
974,false,0.156592,2,6
975,false,0.143392,2,9
976,false,0.151945,2,3
977,false,0.117001,2,8
978,false,0.154743,2,6
979,false,0.140768,2,1
980,false,0.150456,2,0
981,false,0.140470,2,9
982,false,0.133285,2,7
983,false,0.139153,2,1
984,false,0.151703,2,3
985,false,0.105702,4,0
986,false,0.159861,2,5
987,false,0.154460,2,6
988,false,0.156435,2,4
989,false,0.149261,2,4
990,true,0.009000,2,2
991,false,0.149525,2,4
992,false,0.151278,2,4
993,false,0.136969,2,3
994,false,0.133908,2,1
995,false,0.161687,2,7
996,false,0.146893,2,7
997,false,0.158738,2,6
998,false,0.126455,2,0
999,false,0.159998,2,3
1000,false,0.157303,2,6
1001,false,0.172989,2,0
1002,false,0.141082,2,7
1003,false,0.144298,2,1
1004,false,0.137350,4,1
1005,false,0.093909,8,4
1006,false,0.159347,2,9
1007,false,0.149347,2,4
1008,false,0.153602,2,3
1009,false,0.152702,2,4
1010,false,0.122452,2,8
1011,true,0.012823,2,2
1012,true,0.041272,2,2
1013,false,0.140079,2,1
1014,false,0.120984,2,8
1015,false,0.152389,2,7
1016,false,0.130199,2,0
1017,false,0.130667,2,8
1018,false,0.134563,4,1
1019,false,0.162813,2,0
1020,false,0.146250,2,7
1021,false,0.157638,2,6
1022,false,0.150634,2,3
1023,false,0.177177,2,7
1024,false,0.159870,2,7
1025,false,0.148920,8,5
1026,false,0.121282,2,8
1027,false,0.088809,2,8
1028,false,0.146320,2,9
1029,false,0.103132,2,0
1030,false,0.124707,2,0
1031,false,0.152996,2,4
1032,false,0.134103,2,1
1033,false,0.138674,2,5
1034,true,0.015420,2,2
1035,true,0.017927,2,2
1036,false,0.147952,2,3
1037,false,0.151752,2,9
1038,false,0.160979,2,4
1039,false,0.148717,2,9
1040,false,0.138566,2,5
1041,false,0.132211,8,0
1042,false,0.159777,2,6
1043,false,0.137842,2,7
1044,false,0.141050,2,7
1045,false,0.138825,2,1
1046,false,0.126981,2,8
1047,false,0.123915,8,0
1048,true,0.034498,2,2
1049,true,0.010832,2,2
1050,false,0.154200,8,0
1051,false,0.156638,2,4
1052,false,0.133859,2,1
1053,false,0.147254,2,1
1054,true,0.037459,2,2
1055,false,0.172727,2,7
1056,false,0.156606,2,3
1057,false,0.139146,2,9
1058,false,0.161596,2,7
1059,true,0.049543,2,2
1060,false,0.117092,2,8
1061,false,0.138741,2,1
1062,false,0.151436,2,9
1063,false,0.154834,2,5
1064,false,0.106700,2,8
1065,false,0.066004,2,8
1066,false,0.142070,2,1
1067,false,0.141724,2,9
1068,false,0.106347,2,8
