Data Line,Correctness,Loss,Predicted,Actual
129,false,0.191159,8,1
130,false,0.084600,5,6
131,false,0.177744,8,3
132,false,0.110628,8,4
133,false,0.198470,8,5
134,false,0.097038,0,9
135,false,0.159800,5,1
136,false,0.131872,5,3
137,false,0.159151,0,3
138,false,0.091667,9,8
139,true,0.014806,5,5
140,true,0.000015,4,4
141,false,0.152580,0,7
142,false,0.161169,9,7
143,false,0.092068,8,4
144,false,0.154104,5,2
145,false,0.150224,5,8
146,false,0.136363,4,5
147,false,0.165037,5,8
148,false,0.153583,5,6
149,false,0.199398,5,7
150,false,0.159996,8,3
151,false,0.163038,8,4
152,false,0.146541,5,6
153,false,0.157828,0,1
154,false,0.141377,8,9
155,false,0.161761,5,9
156,false,0.147418,8,6
157,false,0.150146,5,0
158,false,0.162179,8,3
159,false,0.150505,5,7
160,false,0.180479,5,2
161,true,0.006624,8,8
162,false,0.153118,5,2
163,false,0.166854,8,9
164,true,0.014216,4,4
165,false,0.176956,8,4
166,false,0.172643,5,6
167,true,0.004222,4,4
168,false,0.151052,8,9
169,false,0.156223,9,7
170,false,0.094599,8,0
171,false,0.159029,8,9
172,false,0.166298,5,2
173,false,0.075217,5,9
174,false,0.132566,6,5
175,false,0.150066,0,1
176,false,0.148832,6,5
177,false,0.130851,5,9
178,false,0.140401,9,1
179,false,0.156031,8,2
180,false,0.164526,8,3
181,false,0.174550,8,2
182,false,0.147852,5,3
183,true,0.006369,5,5
184,false,0.177289,8,9
185,false,0.199089,8,1
186,false,0.181647,5,7
187,false,0.169364,5,6
188,false,0.176329,8,2
189,true,0.010336,8,8
190,false,0.164477,5,2
191,false,0.152573,9,2
192,false,0.110666,6,5
193,false,0.147701,5,0
194,false,0.155480,5,7
195,false,0.189732,8,4
196,false,0.149298,8,9
197,false,0.146218,8,7
198,true,0.007950,8,8
199,false,0.138564,8,3
200,false,0.166714,5,2
201,false,0.142124,5,1
202,false,0.152463,9,1
203,false,0.068723,5,8
204,false,0.170631,8,3
205,false,0.056718,5,6
206,false,0.142501,9,1
207,false,0.127891,5,0
208,false,0.179678,5,3
209,false,0.135656,0,1
210,false,0.135758,8,0
211,false,0.159553,5,0
212,false,0.166338,9,1
213,false,0.192680,5,7
214,false,0.166335,8,2
215,false,0.148681,8,7
216,false,0.135190,8,3
217,false,0.102539,8,0
218,false,0.185082,8,4
219,false,0.181292,5,6
220,false,0.155588,8,5
221,false,0.167667,8,2
222,false,0.177503,5,6
223,false,0.191234,5,4
224,false,0.148190,5,7
225,false,0.155807,8,1
226,true,0.009962,8,8
227,false,0.154417,8,9
228,false,0.143821,5,9
229,false,0.144626,8,3
230,false,0.110997,8,0
231,false,0.172243,8,7
232,false,0.145688,0,1
233,false,0.191438,5,0
234,false,0.153125,8,2
235,false,0.094215,8,0
236,false,0.148339,8,3
237,true,0.005457,5,5
238,false,0.186896,8,4
239,false,0.197468,5,6
240,false,0.052299,9,5
241,false,0.131366,5,8
242,false,0.114367,5,6
243,false,0.148969,8,3
244,false,0.160963,5,7
245,false,0.100014,8,5
246,true,0.001897,8,8
247,false,0.155056,2,0
248,false,0.150635,8,9
249,false,0.167500,8,1
250,false,0.147344,3,0
251,false,0.180508,5,3
252,false,0.143505,9,1
253,false,0.200000,9,2
254,false,0.144870,6,2
255,false,0.148487,8,3
256,false,0.142009,5,3
257,false,0.071703,9,6
258,true,0.033217,4,4
259,false,0.133101,1,7
260,true,0.005438,5,5
261,false,0.153632,5,0
262,false,0.149307,5,6
263,false,0.194460,5,2
264,false,0.174399,5,7
265,false,0.162050,8,9
266,true,0.007435,8,8
267,false,0.168836,8,5
268,false,0.153683,8,9
269,false,0.149015,6,2
270,false,0.198078,9,1
271,false,0.148675,5,1
272,false,0.169547,8,4
273,false,0.148731,8,4
274,false,0.057544,9,5
275,false,0.154548,8,6
276,false,0.177141,8,4
